# allkeys-17.0.0.txt
# Date: 2025-07-23, 12:12:03 GMT
# Copyright 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/copyright.html
#
# This file defines the Default Unicode Collation Element Table
#   (DUCET) for the Unicode Collation Algorithm
#
# See UTS #10, Unicode Collation Algorithm, for more information.
#
# Diagnostic weight ranges
# Primary weight range:   0200..73C2 (29123)
# Secondary weight range: 0020..0127 (264)
# Variant secondaries:    011F..0127 (9)
# Tertiary weight range:  0002..001F (30)
#
@version 17.0.0

@implicitweights 17000..187FF; FB00 # Tangut
1D7E6 ; [.21EA.0020.0005] # MATHEMATICAL SANS-SERIF DIGIT FOUR
1D7F0 ; [.21EA.0020.0005] # MATHEMATICAL SANS-SERIF BOLD DIGIT FOUR
1D7FA ; [.21EA.0020.0005] # MATHEMATICAL MONOSPACE DIGIT FOUR
1FBF4 ; [.21EA.0020.0005] # SEGMENTED DIGIT FOUR
2463  ; [.21EA.0020.0006] # CIRCLED DIGIT FOUR
24F8  ; [.21EA.0020.0006] # DOUBLE CIRCLED DIGIT FOUR
2779  ; [.21EA.0020.0006] # DINGBAT NEGATIVE CIRCLED DIGIT FOUR
2783  ; [.21EA.0020.0006] # DINGBAT CIRCLED SANS-SERIF DIGIT FOUR
278D  ; [.21EA.0020.0006] # DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT FOUR
2074  ; [.21EA.0020.0014] # SUPERSCRIPT FOUR
2084  ; [.21EA.0020.0015] # SUBSCRIPT FOUR
1ED31 ; [.21EA.0020.0004][.0000.011F.0004] # OTTOMAN SIYAQ ALTERNATE NUMBER FOUR
324B  ; [.21EA.0020.0006][.21E6.0020.0006] # CIRCLED NUMBER FORTY ON BLACK SQUARE
32B5  ; [.21EA.0020.0006][.21E6.0020.0006] # CIRCLED NUMBER FORTY
32B6  ; [.21EA.0020.0006][.21E7.0020.0006] # CIRCLED NUMBER FORTY ONE
32B7  ; [.21EA.0020.0006][.21E8.0020.0006] # CIRCLED NUMBER FORTY TWO
32B8  ; [.21EA.0020.0006][.21E9.0020.0006] # CIRCLED NUMBER FORTY THREE
32B9  ; [.21EA.0020.0006][.21EA.0020.0006] # CIRCLED NUMBER FORTY FOUR
32BA  ; [.21EA.0020.0006][.21EB.0020.0006] # CIRCLED NUMBER FORTY FIVE
2158  ; [.21EA.0020.001E][*06E8.0020.001E][.21EB.0020.001E] # VULGAR FRACTION FOUR FIFTHS
32BB  ; [.21EA.0020.0006][.21EC.0020.0006] # CIRCLED NUMBER FORTY SIX
32BC  ; [.21EA.0020.0006][.21ED.0020.0006] # CIRCLED NUMBER FORTY SEVEN
32BD  ; [.21EA.0020.0006][.21EE.0020.0006] # CIRCLED NUMBER FORTY EIGHT
32BE  ; [.21EA.0020.0006][.21EF.0020.0006] # CIRCLED NUMBER FORTY NINE
1F19E ; [.21EA.0020.001C][.2514.0020.001D] # SQUARED FOUR K
33E3  ; [.21EA.0020.0004][.FB40.0020.0004][.E5E5.0000.0000] # IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FOUR
32C3  ; [.21EA.0020.0004][.FB40.0020.0004][.E708.0000.0000] # IDEOGRAPHIC TELEGRAPH SYMBOL FOR APRIL
335C  ; [.21EA.0020.0004][.FB40.0020.0004][.F0B9.0000.0000] # IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FOUR
0035  ; [.21EB.0020.0002] # DIGIT FIVE
0665  ; [.21EB.0020.0002] # ARABIC-INDIC DIGIT FIVE
06F5  ; [.21EB.0020.0002] # EXTENDED ARABIC-INDIC DIGIT FIVE
07C5  ; [.21EB.0020.0002] # NKO DIGIT FIVE
096B  ; [.21EB.0020.0002] # DEVANAGARI DIGIT FIVE
09EB  ; [.21EB.0020.0002] # BENGALI DIGIT FIVE
0A6B  ; [.21EB.0020.0002] # GURMUKHI DIGIT FIVE
0AEB  ; [.21EB.0020.0002] # GUJARATI DIGIT FIVE
0B6B  ; [.21EB.0020.0002] # ORIYA DIGIT FIVE
0BEB  ; [.21EB.0020.0002] # TAMIL DIGIT FIVE
0C6B  ; [.21EB.0020.0002] # TELUGU DIGIT FIVE
0CEB  ; [.21EB.0020.0002] # KANNADA DIGIT FIVE
0D6B  ; [.21EB.0020.0002] # MALAYALAM DIGIT FIVE
0DEB  ; [.21EB.0020.0002] # SINHALA LITH DIGIT FIVE
0E55  ; [.21EB.0020.0002] # THAI DIGIT FIVE
0ED5  ; [.21EB.0020.0002] # LAO DIGIT FIVE
0F25  ; [.21EB.0020.0002] # TIBETAN DIGIT FIVE
1045  ; [.21EB.0020.0002] # MYANMAR DIGIT FIVE
1095  ; [.21EB.0020.0002] # MYANMAR SHAN DIGIT FIVE
136D  ; [.21EB.0020.0002] # ETHIOPIC DIGIT FIVE
17E5  ; [.21EB.0020.0002] # KHMER DIGIT FIVE
17F5  ; [.21EB.0020.0002] # KHMER SYMBOL LEK ATTAK PRAM
1815  ; [.21EB.0020.0002] # MONGOLIAN DIGIT FIVE
194B  ; [.21EB.0020.0002] # LIMBU DIGIT FIVE
19D5  ; [.21EB.0020.0002] # NEW TAI LUE DIGIT FIVE
1A85  ; [.21EB.0020.0002] # TAI THAM HORA DIGIT FIVE
1A95  ; [.21EB.0020.0002] # TAI THAM THAM DIGIT FIVE
1B55  ; [.21EB.0020.0002] # BALINESE DIGIT FIVE
1BB5  ; [.21EB.0020.0002] # SUNDANESE DIGIT FIVE
1C45  ; [.21EB.0020.0002] # LEPCHA DIGIT FIVE
1C55  ; [.21EB.0020.0002] # OL CHIKI DIGIT FIVE
3025  ; [.21EB.0020.0002] # HANGZHOU NUMERAL FIVE
A625  ; [.21EB.0020.0002] # VAI DIGIT FIVE
A8D5  ; [.21EB.0020.0002] # SAURASHTRA DIGIT FIVE
A905  ; [.21EB.0020.0002] # KAYAH LI DIGIT FIVE
A9D5  ; [.21EB.0020.0002] # JAVANESE DIGIT FIVE
A9F5  ; [.21EB.0020.0002] # MYANMAR TAI LAING DIGIT FIVE
AA55  ; [.21EB.0020.0002] # CHAM DIGIT FIVE
ABF5  ; [.21EB.0020.0002] # MEETEI MAYEK DIGIT FIVE
1010B ; [.21EB.0020.0002] # AEGEAN NUMBER FIVE
10143 ; [.21EB.0020.0002] # GREEK ACROPHONIC ATTIC FIVE
10148 ; [.21EB.0020.0002] # GREEK ACROPHONIC ATTIC FIVE TALENTS
1014F ; [.21EB.0020.0002] # GREEK ACROPHONIC ATTIC FIVE STATERS
1015F ; [.21EB.0020.0002] # GREEK ACROPHONIC TROEZENIAN FIVE
10173 ; [.21EB.0020.0002] # GREEK ACROPHONIC DELPHIC FIVE MNAS
102E5 ; [.21EB.0020.0002] # COPTIC EPACT DIGIT FIVE
10321 ; [.21EB.0020.0002] # OLD ITALIC NUMERAL FIVE
104A5 ; [.21EB.0020.0002] # OSMANYA DIGIT FIVE
1087D ; [.21EB.0020.0002] # PALMYRENE NUMBER FIVE
108AC ; [.21EB.0020.0002] # NABATAEAN NUMBER FIVE
108FC ; [.21EB.0020.0002] # HATRAN NUMBER FIVE
109C4 ; [.21EB.0020.0002] # MEROITIC CURSIVE NUMBER FIVE
10AEC ; [.21EB.0020.0002] # MANICHAEAN NUMBER FIVE
10CFB ; [.21EB.0020.0002] # OLD HUNGARIAN NUMBER FIVE
10D35 ; [.21EB.0020.0002] # HANIFI ROHINGYA DIGIT FIVE
10D45 ; [.21EB.0020.0002] # GARAY DIGIT FIVE
10E64 ; [.21EB.0020.0002] # RUMI DIGIT FIVE
10F21 ; [.21EB.0020.0002] # OLD SOGDIAN NUMBER FIVE
11056 ; [.21EB.0020.0002] # BRAHMI NUMBER FIVE
1106B ; [.21EB.0020.0002] # BRAHMI DIGIT FIVE
110F5 ; [.21EB.0020.0002] # SORA SOMPENG DIGIT FIVE
1113B ; [.21EB.0020.0002] # CHAKMA DIGIT FIVE
111D5 ; [.21EB.0020.0002] # SHARADA DIGIT FIVE
111E5 ; [.21EB.0020.0002] # SINHALA ARCHAIC DIGIT FIVE
112F5 ; [.21EB.0020.0002] # KHUDAWADI DIGIT FIVE
11455 ; [.21EB.0020.0002] # NEWA DIGIT FIVE
114D5 ; [.21EB.0020.0002] # TIRHUTA DIGIT FIVE
11655 ; [.21EB.0020.0002] # MODI DIGIT FIVE
116C5 ; [.21EB.0020.0002] # TAKRI DIGIT FIVE
116D5 ; [.21EB.0020.0002] # MYANMAR PAO DIGIT FIVE
116DF ; [.21EB.0020.0002] # MYANMAR EASTERN PWO KAREN DIGIT FIVE
11735 ; [.21EB.0020.0002] # AHOM DIGIT FIVE
118E5 ; [.21EB.0020.0002] # WARANG CITI DIGIT FIVE
11955 ; [.21EB.0020.0002] # DIVES AKURU DIGIT FIVE
11BF5 ; [.21EB.0020.0002] # SUNUWAR DIGIT FIVE
11C55 ; [.21EB.0020.0002] # BHAIKSUKI DIGIT FIVE
11C5E ; [.21EB.0020.0002] # BHAIKSUKI NUMBER FIVE
11D55 ; [.21EB.0020.0002] # MASARAM GONDI DIGIT FIVE
11DA5 ; [.21EB.0020.0002] # GUNJALA GONDI DIGIT FIVE
11DE5 ; [.21EB.0020.0002] # TOLONG SIKI DIGIT FIVE
11F55 ; [.21EB.0020.0002] # KAWI DIGIT FIVE
12403 ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE ASH
1240A ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE DISH
12410 ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE U
12419 ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE GESH2
12422 ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE GESHU
12427 ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE SHAR2
12431 ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE SHARU
12439 ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE BURU
1244D ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE ASH TENU
12454 ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE BAN2
12455 ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE BAN2 VARIANT FORM
1246A ; [.21EB.0020.0002] # CUNEIFORM NUMERIC SIGN FIVE U VARIANT FORM
16135 ; [.21EB.0020.0002] # GURUNG KHEMA DIGIT FIVE
16A65 ; [.21EB.0020.0002] # MRO DIGIT FIVE
16AC5 ; [.21EB.0020.0002] # TANGSA DIGIT FIVE
16B55 ; [.21EB.0020.0002] # PAHAWH HMONG DIGIT FIVE
16D75 ; [.21EB.0020.0002] # KIRAT RAI DIGIT FIVE
16E85 ; [.21EB.0020.0002] # MEDEFAIDRIN DIGIT FIVE
1D2C5 ; [.21EB.0020.0002] # KAKTOVIK NUMERAL FIVE
1D2E5 ; [.21EB.0020.0002] # MAYAN NUMERAL FIVE
1D364 ; [.21EB.0020.0002] # COUNTING ROD UNIT DIGIT FIVE
1D376 ; [.21EB.0020.0002] # IDEOGRAPHIC TALLY MARK FIVE
1D378 ; [.21EB.0020.0002] # TALLY MARK FIVE
1E145 ; [.21EB.0020.0002] # NYIAKENG PUACHUE HMONG DIGIT FIVE
1E2F5 ; [.21EB.0020.0002] # WANCHO DIGIT FIVE
1E4F5 ; [.21EB.0020.0002] # NAG MUNDARI DIGIT FIVE
1E5F6 ; [.21EB.0020.0002] # OL ONAL DIGIT FIVE
1E8CB ; [.21EB.0020.0002] # MENDE KIKAKUI DIGIT FIVE
1E955 ; [.21EB.0020.0002] # ADLAM DIGIT FIVE
1EC75 ; [.21EB.0020.0002] # INDIC SIYAQ NUMBER FIVE
1ECA7 ; [.21EB.0020.0002] # INDIC SIYAQ NUMBER PREFIXED FIVE
1ED05 ; [.21EB.0020.0002] # OTTOMAN SIYAQ NUMBER FIVE
FF15  ; [.21EB.0020.0003] # FULLWIDTH DIGIT FIVE
0F2E  ; [.21EB.0020.0004] # TIBETAN DIGIT HALF FIVE
2478  ; [*033E.0020.0004][.21EB.0020.0004][*033F.0020.0004] # PARENTHESIZED DIGIT FIVE
248C  ; [.21EB.0020.0004][*0282.0020.0004] # DIGIT FIVE FULL STOP
1F106 ; [.21EB.0020.0004][*0225.0020.0004] # DIGIT FIVE COMMA
1CCF5 ; [.21EB.0020.0005] # OUTLINED DIGIT FIVE
1D7D3 ; [.21EB.0020.0005] # MATHEMATICAL BOLD DIGIT FIVE
1D7DD ; [.21EB.0020.0005] # MATHEMATICAL DOUBLE-STRUCK DIGIT FIVE
1D7E7 ; [.21EB.0020.0005] # MATHEMATICAL SANS-SERIF DIGIT FIVE
1D7F1 ; [.21EB.0020.0005] # MATHEMATICAL SANS-SERIF BOLD DIGIT FIVE
1D7FB ; [.21EB.0020.0005] # MATHEMATICAL MONOSPACE DIGIT FIVE
1FBF5 ; [.21EB.0020.0005] # SEGMENTED DIGIT FIVE
2464  ; [.21EB.0020.0006] # CIRCLED DIGIT FIVE
24F9  ; [.21EB.0020.0006] # DOUBLE CIRCLED DIGIT FIVE
277A  ; [.21EB.0020.0006] # DINGBAT NEGATIVE CIRCLED DIGIT FIVE
2784  ; [.21EB.0020.0006] # DINGBAT CIRCLED SANS-SERIF DIGIT FIVE
278E  ; [.21EB.0020.0006] # DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT FIVE
2075  ; [.21EB.0020.0014] # SUPERSCRIPT FIVE
2085  ; [.21EB.0020.0015] # SUBSCRIPT FIVE
1ED32 ; [.21EB.0020.0004][.0000.011F.0004] # OTTOMAN SIYAQ ALTERNATE NUMBER FIVE
324C  ; [.21EB.0020.0006][.21E6.0020.0006] # CIRCLED NUMBER FIFTY ON BLACK SQUARE
32BF  ; [.21EB.0020.0006][.21E6.0020.0006] # CIRCLED NUMBER FIFTY
1F1A0 ; [.21EB.0020.001C][*0282.0020.001C][.21E7.0020.001C] # SQUARED FIVE POINT ONE
215A  ; [.21EB.0020.001E][*06E8.0020.001E][.21EC.0020.001E] # VULGAR FRACTION FIVE SIXTHS
215D  ; [.21EB.0020.001E][*06E8.0020.001E][.21EE.0020.001E] # VULGAR FRACTION FIVE EIGHTHS
33E4  ; [.21EB.0020.0004][.FB40.0020.0004][.E5E5.0000.0000] # IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FIVE
32C4  ; [.21EB.0020.0004][.FB40.0020.0004][.E708.0000.0000] # IDEOGRAPHIC TELEGRAPH SYMBOL FOR MAY
335D  ; [.21EB.0020.0004][.FB40.0020.0004][.F0B9.0000.0000] # IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FIVE
0036  ; [.21EC.0020.0002] # DIGIT SIX
0666  ; [.21EC.0020.0002] # ARABIC-INDIC DIGIT SIX
06F6  ; [.21EC.0020.0002] # EXTENDED ARABIC-INDIC DIGIT SIX
07C6  ; [.21EC.0020.0002] # NKO DIGIT SIX
096C  ; [.21EC.0020.0002] # DEVANAGARI DIGIT SIX
09EC  ; [.21EC.0020.0002] # BENGALI DIGIT SIX
0A6C  ; [.21EC.0020.0002] # GURMUKHI DIGIT SIX
0AEC  ; [.21EC.0020.0002] # GUJARATI DIGIT SIX
0B6C  ; [.21EC.0020.0002] # ORIYA DIGIT SIX
0BEC  ; [.21EC.0020.0002] # TAMIL DIGIT SIX
0C6C  ; [.21EC.0020.0002] # TELUGU DIGIT SIX
0CEC  ; [.21EC.0020.0002] # KANNADA DIGIT SIX
0D6C  ; [.21EC.0020.0002] # MALAYALAM DIGIT SIX
0DEC  ; [.21EC.0020.0002] # SINHALA LITH DIGIT SIX
0E56  ; [.21EC.0020.0002] # THAI DIGIT SIX
0ED6  ; [.21EC.0020.0002] # LAO DIGIT SIX
0F26  ; [.21EC.0020.0002] # TIBETAN DIGIT SIX
1046  ; [.21EC.0020.0002] # MYANMAR DIGIT SIX
1096  ; [.21EC.0020.0002] # MYANMAR SHAN DIGIT SIX
136E  ; [.21EC.0020.0002] # ETHIOPIC DIGIT SIX
17E6  ; [.21EC.0020.0002] # KHMER DIGIT SIX
17F6  ; [.21EC.0020.0002] # KHMER SYMBOL LEK ATTAK PRAM-MUOY
1816  ; [.21EC.0020.0002] # MONGOLIAN DIGIT SIX
194C  ; [.21EC.0020.0002] # LIMBU DIGIT SIX
19D6  ; [.21EC.0020.0002] # NEW TAI LUE DIGIT SIX
1A86  ; [.21EC.0020.0002] # TAI THAM HORA DIGIT SIX
1A96  ; [.21EC.0020.0002] # TAI THAM THAM DIGIT SIX
1B56  ; [.21EC.0020.0002] # BALINESE DIGIT SIX
1BB6  ; [.21EC.0020.0002] # SUNDANESE DIGIT SIX
1C46  ; [.21EC.0020.0002] # LEPCHA DIGIT SIX
1C56  ; [.21EC.0020.0002] # OL CHIKI DIGIT SIX
2185  ; [.21EC.0020.0002] # ROMAN NUMERAL SIX LATE FORM
3026  ; [.21EC.0020.0002] # HANGZHOU NUMERAL SIX
A626  ; [.21EC.0020.0002] # VAI DIGIT SIX
A8D6  ; [.21EC.0020.0002] # SAURASHTRA DIGIT SIX
A906  ; [.21EC.0020.0002] # KAYAH LI DIGIT SIX
A9D6  ; [.21EC.0020.0002] # JAVANESE DIGIT SIX
A9F6  ; [.21EC.0020.0002] # MYANMAR TAI LAING DIGIT SIX
AA56  ; [.21EC.0020.0002] # CHAM DIGIT SIX
ABF6  ; [.21EC.0020.0002] # MEETEI MAYEK DIGIT SIX
1010C ; [.21EC.0020.0002] # AEGEAN NUMBER SIX
102E6 ; [.21EC.0020.0002] # COPTIC EPACT DIGIT SIX
104A6 ; [.21EC.0020.0002] # OSMANYA DIGIT SIX
109C5 ; [.21EC.0020.0002] # MEROITIC CURSIVE NUMBER SIX
10D36 ; [.21EC.0020.0002] # HANIFI ROHINGYA DIGIT SIX
10D46 ; [.21EC.0020.0002] # GARAY DIGIT SIX
10E65 ; [.21EC.0020.0002] # RUMI DIGIT SIX
11057 ; [.21EC.0020.0002] # BRAHMI NUMBER SIX
1106C ; [.21EC.0020.0002] # BRAHMI DIGIT SIX
110F6 ; [.21EC.0020.0002] # SORA SOMPENG DIGIT SIX
1113C ; [.21EC.0020.0002] # CHAKMA DIGIT SIX
111D6 ; [.21EC.0020.0002] # SHARADA DIGIT SIX
111E6 ; [.21EC.0020.0002] # SINHALA ARCHAIC DIGIT SIX
112F6 ; [.21EC.0020.0002] # KHUDAWADI DIGIT SIX
11456 ; [.21EC.0020.0002] # NEWA DIGIT SIX
114D6 ; [.21EC.0020.0002] # TIRHUTA DIGIT SIX
11656 ; [.21EC.0020.0002] # MODI DIGIT SIX
116C6 ; [.21EC.0020.0002] # TAKRI DIGIT SIX
116D6 ; [.21EC.0020.0002] # MYANMAR PAO DIGIT SIX
116E0 ; [.21EC.0020.0002] # MYANMAR EASTERN PWO KAREN DIGIT SIX
11736 ; [.21EC.0020.0002] # AHOM DIGIT SIX
118E6 ; [.21EC.0020.0002] # WARANG CITI DIGIT SIX
11956 ; [.21EC.0020.0002] # DIVES AKURU DIGIT SIX
11BF6 ; [.21EC.0020.0002] # SUNUWAR DIGIT SIX
11C56 ; [.21EC.0020.0002] # BHAIKSUKI DIGIT SIX
11C5F ; [.21EC.0020.0002] # BHAIKSUKI NUMBER SIX
11D56 ; [.21EC.0020.0002] # MASARAM GONDI DIGIT SIX
11DA6 ; [.21EC.0020.0002] # GUNJALA GONDI DIGIT SIX
11DE6 ; [.21EC.0020.0002] # TOLONG SIKI DIGIT SIX
11F56 ; [.21EC.0020.0002] # KAWI DIGIT SIX
12404 ; [.21EC.0020.0002] # CUNEIFORM NUMERIC SIGN SIX ASH
1240B ; [.21EC.0020.0002] # CUNEIFORM NUMERIC SIGN SIX DISH
12411 ; [.21EC.0020.0002] # CUNEIFORM NUMERIC SIGN SIX U
1241A ; [.21EC.0020.0002] # CUNEIFORM NUMERIC SIGN SIX GESH2
12428 ; [.21EC.0020.0002] # CUNEIFORM NUMERIC SIGN SIX SHAR2
12440 ; [.21EC.0020.0002] # CUNEIFORM NUMERIC SIGN SIX VARIANT FORM ASH9
1244E ; [.21EC.0020.0002] # CUNEIFORM NUMERIC SIGN SIX ASH TENU
1246B ; [.21EC.0020.0002] # CUNEIFORM NUMERIC SIGN SIX U VARIANT FORM
16136 ; [.21EC.0020.0002] # GURUNG KHEMA DIGIT SIX
16A66 ; [.21EC.0020.0002] # MRO DIGIT SIX
16AC6 ; [.21EC.0020.0002] # TANGSA DIGIT SIX
16B56 ; [.21EC.0020.0002] # PAHAWH HMONG DIGIT SIX
16D76 ; [.21EC.0020.0002] # KIRAT RAI DIGIT SIX
16E86 ; [.21EC.0020.0002] # MEDEFAIDRIN DIGIT SIX
1D2C6 ; [.21EC.0020.0002] # KAKTOVIK NUMERAL SIX
1D2E6 ; [.21EC.0020.0002] # MAYAN NUMERAL SIX
1D365 ; [.21EC.0020.0002] # COUNTING ROD UNIT DIGIT SIX
1E146 ; [.21EC.0020.0002] # NYIAKENG PUACHUE HMONG DIGIT SIX
1E2F6 ; [.21EC.0020.0002] # WANCHO DIGIT SIX
1E4F6 ; [.21EC.0020.0002] # NAG MUNDARI DIGIT SIX
1E5F7 ; [.21EC.0020.0002] # OL ONAL DIGIT SIX
1E8CC ; [.21EC.0020.0002] # MENDE KIKAKUI DIGIT SIX
1E956 ; [.21EC.0020.0002] # ADLAM DIGIT SIX
1EC76 ; [.21EC.0020.0002] # INDIC SIYAQ NUMBER SIX
1ECA8 ; [.21EC.0020.0002] # INDIC SIYAQ NUMBER PREFIXED SIX
1ED06 ; [.21EC.0020.0002] # OTTOMAN SIYAQ NUMBER SIX
FF16  ; [.21EC.0020.0003] # FULLWIDTH DIGIT SIX
0F2F  ; [.21EC.0020.0004] # TIBETAN DIGIT HALF SIX
2479  ; [*033E.0020.0004][.21EC.0020.0004][*033F.0020.0004] # PARENTHESIZED DIGIT SIX
248D  ; [.21EC.0020.0004][*0282.0020.0004] # DIGIT SIX FULL STOP
1F107 ; [.21EC.0020.0004][*0225.0020.0004] # DIGIT SIX COMMA
1CCF6 ; [.21EC.0020.0005] # OUTLINED DIGIT SIX
1D7D4 ; [.21EC.0020.0005] # MATHEMATICAL BOLD DIGIT SIX
1D7DE ; [.21EC.0020.0005] # MATHEMATICAL DOUBLE-STRUCK DIGIT SIX
1D7E8 ; [.21EC.0020.0005] # MATHEMATICAL SANS-SERIF DIGIT SIX
1D7F2 ; [.21EC.0020.0005] # MATHEMATICAL SANS-SERIF BOLD DIGIT SIX
1D7FC ; [.21EC.0020.0005] # MATHEMATICAL MONOSPACE DIGIT SIX
1FBF6 ; [.21EC.0020.0005] # SEGMENTED DIGIT SIX
2465  ; [.21EC.0020.0006] # CIRCLED DIGIT SIX
24FA  ; [.21EC.0020.0006] # DOUBLE CIRCLED DIGIT SIX
277B  ; [.21EC.0020.0006] # DINGBAT NEGATIVE CIRCLED DIGIT SIX
2785  ; [.21EC.0020.0006] # DINGBAT CIRCLED SANS-SERIF DIGIT SIX
278F  ; [.21EC.0020.0006] # DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT SIX
2076  ; [.21EC.0020.0014] # SUPERSCRIPT SIX
2086  ; [.21EC.0020.0015] # SUBSCRIPT SIX
1ED33 ; [.21EC.0020.0004][.0000.011F.0004] # OTTOMAN SIYAQ ALTERNATE NUMBER SIX
324D  ; [.21EC.0020.0006][.21E6.0020.0006] # CIRCLED NUMBER SIXTY ON BLACK SQUARE
1F1A3 ; [.21EC.0020.001C][.21E6.0020.001C][.25C8.0020.001D] # SQUARED SIXTY P
33E5  ; [.21EC.0020.0004][.FB40.0020.0004][.E5E5.0000.0000] # IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SIX
32C5  ; [.21EC.0020.0004][.FB40.0020.0004][.E708.0000.0000] # IDEOGRAPHIC TELEGRAPH SYMBOL FOR JUNE
335E  ; [.21EC.0020.0004][.FB40.0020.0004][.F0B9.0000.0000] # IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SIX
0037  ; [.21ED.0020.0002] # DIGIT SEVEN
0667  ; [.21ED.0020.0002] # ARABIC-INDIC DIGIT SEVEN
06F7  ; [.21ED.0020.0002] # EXTENDED ARABIC-INDIC DIGIT SEVEN
07C7  ; [.21ED.0020.0002] # NKO DIGIT SEVEN
096D  ; [.21ED.0020.0002] # DEVANAGARI DIGIT SEVEN
09ED  ; [.21ED.0020.0002] # BENGALI DIGIT SEVEN
0A6D  ; [.21ED.0020.0002] # GURMUKHI DIGIT SEVEN
0AED  ; [.21ED.0020.0002] # GUJARATI DIGIT SEVEN
0B6D  ; [.21ED.0020.0002] # ORIYA DIGIT SEVEN
0BED  ; [.21ED.0020.0002] # TAMIL DIGIT SEVEN
0C6D  ; [.21ED.0020.0002] # TELUGU DIGIT SEVEN
0CED  ; [.21ED.0020.0002] # KANNADA DIGIT SEVEN
0D6D  ; [.21ED.0020.0002] # MALAYALAM DIGIT SEVEN
0DED  ; [.21ED.0020.0002] # SINHALA LITH DIGIT SEVEN
0E57  ; [.21ED.0020.0002] # THAI DIGIT SEVEN
0ED7  ; [.21ED.0020.0002] # LAO DIGIT SEVEN
0F27  ; [.21ED.0020.0002] # TIBETAN DIGIT SEVEN
1047  ; [.21ED.0020.0002] # MYANMAR DIGIT SEVEN
1097  ; [.21ED.0020.0002] # MYANMAR SHAN DIGIT SEVEN
136F  ; [.21ED.0020.0002] # ETHIOPIC DIGIT SEVEN
17E7  ; [.21ED.0020.0002] # KHMER DIGIT SEVEN
17F7  ; [.21ED.0020.0002] # KHMER SYMBOL LEK ATTAK PRAM-PII
1817  ; [.21ED.0020.0002] # MONGOLIAN DIGIT SEVEN
194D  ; [.21ED.0020.0002] # LIMBU DIGIT SEVEN
19D7  ; [.21ED.0020.0002] # NEW TAI LUE DIGIT SEVEN
1A87  ; [.21ED.0020.0002] # TAI THAM HORA DIGIT SEVEN
1A97  ; [.21ED.0020.0002] # TAI THAM THAM DIGIT SEVEN
1B57  ; [.21ED.0020.0002] # BALINESE DIGIT SEVEN
1BB7  ; [.21ED.0020.0002] # SUNDANESE DIGIT SEVEN
1C47  ; [.21ED.0020.0002] # LEPCHA DIGIT SEVEN
1C57  ; [.21ED.0020.0002] # OL CHIKI DIGIT SEVEN
3027  ; [.21ED.0020.0002] # HANGZHOU NUMERAL SEVEN
A627  ; [.21ED.0020.0002] # VAI DIGIT SEVEN
A8D7  ; [.21ED.0020.0002] # SAURASHTRA DIGIT SEVEN
A907  ; [.21ED.0020.0002] # KAYAH LI DIGIT SEVEN
A9D7  ; [.21ED.0020.0002] # JAVANESE DIGIT SEVEN
A9F7  ; [.21ED.0020.0002] # MYANMAR TAI LAING DIGIT SEVEN
AA57  ; [.21ED.0020.0002] # CHAM DIGIT SEVEN
ABF7  ; [.21ED.0020.0002] # MEETEI MAYEK DIGIT SEVEN
1010D ; [.21ED.0020.0002] # AEGEAN NUMBER SEVEN
102E7 ; [.21ED.0020.0002] # COPTIC EPACT DIGIT SEVEN
104A7 ; [.21ED.0020.0002] # OSMANYA DIGIT SEVEN
109C6 ; [.21ED.0020.0002] # MEROITIC CURSIVE NUMBER SEVEN
10D37 ; [.21ED.0020.0002] # HANIFI ROHINGYA DIGIT SEVEN
10D47 ; [.21ED.0020.0002] # GARAY DIGIT SEVEN
10E66 ; [.21ED.0020.0002] # RUMI DIGIT SEVEN
11058 ; [.21ED.0020.0002] # BRAHMI NUMBER SEVEN
1106D ; [.21ED.0020.0002] # BRAHMI DIGIT SEVEN
110F7 ; [.21ED.0020.0002] # SORA SOMPENG DIGIT SEVEN
1113D ; [.21ED.0020.0002] # CHAKMA DIGIT SEVEN
